Participant,Age,Sex,Handedness,Condition,Cue,SOA,Resp,RT,Q1.Awareness,Q2.PAS,Q3.Surprise,MergedConds,MainConds,outlier
20,24,female,right,15,No,217,2,528,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_NoCue_1Horiz,NoCue,NO
20,24,female,right,36,Left,83,2,705,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,14,No,0,8,846,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_NoCue_NoBias,NoCue,NO
20,24,female,right,11,No,-150,8,462,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_NoCue_1Vert,NoCue,NO
20,24,female,right,35,Left,150,8,1022,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,14,No,0,8,717,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_NoCue_NoBias,NoCue,NO
20,24,female,right,32,Right,-17,2,1257,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Vert,Vert1st,NO
20,24,female,right,36,Left,83,8,1117,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,21,Right,83,8,950,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,15,No,217,8,401,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_NoCue_1Horiz,NoCue,NO
20,24,female,right,14,No,0,2,1049,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_NoCue_NoBias,NoCue,NO
20,24,female,right,29,Right,-217,2,1151,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_Incongr_1Vert,Vert1st,NO
20,24,female,right,30,Right,-150,2,1156,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Vert,Vert1st,NO
20,24,female,right,29,Right,-217,8,326,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_Incongr_1Vert,Vert1st,NO
20,24,female,right,7,No,-150,8,476,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_NoCue_1Vert,NoCue,NO
20,24,female,right,16,No,150,8,412,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_NoCue_1Horiz,NoCue,NO
20,24,female,right,15,No,217,2,556,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_NoCue_1Horiz,NoCue,NO
20,24,female,right,26,Left,-83,2,1244,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Vert,Vert1st,NO
20,24,female,right,38,Left,0,2,1139,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_Incongr_Bias8,Horiz1st,NO
20,24,female,right,8,No,-83,8,891,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_NoCue_1Vert,NoCue,NO
20,24,female,right,32,Right,-17,2,703,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Vert,Vert1st,NO
20,24,female,right,35,Left,150,8,1590,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,9,No,-17,8,863,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_NoCue_1Vert,NoCue,NO
20,24,female,right,10,No,-217,8,253,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_NoCue_1Vert,NoCue,NO
20,24,female,right,38,Left,0,8,443,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_Incongr_Bias8,Horiz1st,NO
20,24,female,right,31,Right,-83,8,719,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Vert,Vert1st,NO
20,24,female,right,22,Right,17,2,938,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,16,No,150,2,904,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_NoCue_1Horiz,NoCue,NO
20,24,female,right,30,Right,-150,2,615,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Vert,Vert1st,NO
20,24,female,right,3,No,83,2,841,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_NoCue_1Horiz,NoCue,NO
20,24,female,right,31,Right,-83,8,1486,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Vert,Vert1st,NO
20,24,female,right,25,Left,-150,2,774,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Vert,Vert1st,NO
20,24,female,right,21,Right,83,2,941,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,22,Right,17,2,736,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,17,No,83,2,1048,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_NoCue_1Horiz,NoCue,NO
20,24,female,right,4,No,17,8,567,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_NoCue_1Horiz,NoCue,NO
20,24,female,right,12,No,-83,8,662,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_NoCue_1Vert,NoCue,NO
20,24,female,right,22,Right,17,2,675,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,19,Right,217,2,1656,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,19,Right,217,2,999,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,13,No,-17,8,792,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_NoCue_1Vert,NoCue,NO
20,24,female,right,26,Left,-83,8,1197,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Vert,Vert1st,NO
20,24,female,right,2,No,150,2,400,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_NoCue_1Horiz,NoCue,NO
20,24,female,right,37,Left,17,8,873,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,8,No,-83,8,540,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_NoCue_1Vert,NoCue,NO
20,24,female,right,25,Left,-150,2,713,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Vert,Vert1st,NO
20,24,female,right,33,Right,0,8,597,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_Incongr_Bias2,Vert1st,NO
20,24,female,right,6,No,-217,8,412,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA217_NoCue_1Vert,NoCue,NO
20,24,female,right,20,Right,150,2,542,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,36,Left,83,8,879,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA83_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,23,Right,0,8,659,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA0_Incongr_Bias8,Horiz1st,NO
20,24,female,right,25,Left,-150,8,812,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA150_Incongr_1Vert,Vert1st,NO
20,24,female,right,22,Right,17,8,915,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_Incongr_1Horiz,Horiz1st,NO
20,24,female,right,13,No,-17,8,647,"{SHIFT}S{SHIFT}Er{SPACE}waren{SPACE}er{SPACE}die{SPACE}vroeger{SPACE}weggingen{LEFTARROW}{LEFTARROW}{RIGHTARROW}{SHIFT}{,}{SPACE}dus{SPACE}eerst{SPACE}verschenen{,}{SPACE}maar{SPACE}dan{SPACE}ook{SPACE}die{SPACE}sneller{SPACE}dan{SPACE}de{SPACE}ander{SPACE}verdwenen{ENTER}",1,2,SOA17_NoCue_1Vert,NoCue,NO
