Participant,Age,Sex,Handedness,Condition,Cue,SOA,Resp,RT,Q1.Awareness,Q2.PAS,Q3.Surprise,MergedConds,MainConds,outlier
1,22,female,right,4,No,17,2,438,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Horiz,NoCue,NO
1,22,female,right,32,Right,-17,2,637,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Vert,Vert1st,NO
1,22,female,right,15,No,217,2,243,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,10,No,-217,8,218,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Vert,NoCue,NO
1,22,female,right,13,No,-17,2,458,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Vert,NoCue,NO
1,22,female,right,14,No,0,8,639,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,6,No,-217,8,135,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Vert,NoCue,NO
1,22,female,right,23,Right,0,8,554,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias8,Horiz1st,NO
1,22,female,right,19,Right,217,2,276,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,19,Right,217,2,89,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,2,No,150,2,153,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,9,No,-17,8,395,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Vert,NoCue,NO
1,22,female,right,15,No,217,2,204,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,13,No,-17,2,380,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Vert,NoCue,NO
1,22,female,right,1,No,217,2,253,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,26,Left,-83,8,248,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_Incongr_1Vert,Vert1st,NO
1,22,female,right,29,Right,-217,8,110,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Vert,Vert1st,NO
1,22,female,right,8,No,-83,8,175,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Vert,NoCue,NO
1,22,female,right,15,No,217,2,201,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,35,Left,150,2,196,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,18,No,17,2,292,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Horiz,NoCue,NO
1,22,female,right,22,Right,17,2,273,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,28,Left,0,8,286,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias2,Vert1st,NO
1,22,female,right,25,Left,-150,8,150,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Vert,Vert1st,NO
1,22,female,right,30,Right,-150,8,195,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Vert,Vert1st,NO
1,22,female,right,22,Right,17,8,484,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,2,No,150,2,195,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,9,No,-17,8,322,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Vert,NoCue,NO
1,22,female,right,34,Left,217,2,230,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,14,No,0,2,389,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,10,No,-217,8,118,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Vert,NoCue,NO
1,22,female,right,11,No,-150,8,340,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Vert,NoCue,NO
1,22,female,right,26,Left,-83,8,285,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_Incongr_1Vert,Vert1st,NO
1,22,female,right,30,Right,-150,8,148,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Vert,Vert1st,NO
1,22,female,right,12,No,-83,8,260,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Vert,NoCue,NO
1,22,female,right,37,Left,17,2,450,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,16,No,150,2,338,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,19,Right,217,2,103,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,3,No,83,2,311,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Horiz,NoCue,NO
